"variables" "activity" "subject" "average"
"tBodyAccMagmean" "STANDING" 12 -0.941459935081967
"tBodyAccMagmean" "STANDING" 13 -0.971564243157895
"tBodyAccMagmean" "STANDING" 14 -0.943456847333333
"tBodyAccMagmean" "STANDING" 15 -0.961207616226415
"tBodyAccMagmean" "STANDING" 16 -0.969948825128205
"tBodyAccMagmean" "STANDING" 17 -0.977635981410256
"tBodyAccMagmean" "STANDING" 18 -0.972607495342466
"tBodyAccMagmean" "STANDING" 19 -0.960505683561644
"tBodyAccMagmean" "STANDING" 20 -0.92240685739726
"tBodyAccMagmean" "STANDING" 21 -0.958774298089888
"tBodyAccMagmean" "STANDING" 22 -0.954807661269841
"tBodyAccMagmean" "STANDING" 23 -0.957212267058824
"tBodyAccMagmean" "STANDING" 24 -0.950061017681159
"tBodyAccMagmean" "STANDING" 25 -0.972663592162162
"tBodyAccMagmean" "STANDING" 26 -0.968511694324324
"tBodyAccMagmean" "STANDING" 27 -0.972753287375
"tBodyAccMagmean" "STANDING" 28 -0.92547165164557
"tBodyAccMagmean" "STANDING" 29 -0.984745318923077
"tBodyAccMagmean" "STANDING" 30 -0.930573574915254
"tBodyAccMagmean" "WALKING" 1 -0.136971176556842
"tBodyAccMagmean" "WALKING" 2 -0.290407593728814
"tBodyAccMagmean" "WALKING" 3 -0.254690333275862
"tBodyAccMagmean" "WALKING" 4 -0.312050574166667
"tBodyAccMagmean" "WALKING" 5 -0.158338674394643
"tBodyAccMagmean" "WALKING" 6 -0.166840713631579
"tBodyAccMagmean" "WALKING" 7 -0.0978090439438596
"tBodyAccMagmean" "WALKING" 8 0.0516786278104167
"tBodyAccMagmean" "WALKING" 9 -0.0980840496143461
"tBodyAccMagmean" "WALKING" 10 -0.127400912069811
"tBodyAccMagmean" "WALKING" 11 -0.288323472033898
"tBodyAccMagmean" "WALKING" 12 -0.102204550448
"tBodyAccMagmean" "WALKING" 13 -0.135643867842105
"tBodyAccMagmean" "WALKING" 14 -0.144404671779661
"tBodyAccMagmean" "WALKING" 15 -0.186514650759259
"tBodyAccMagmean" "WALKING" 16 -0.258766694117647
"tBodyAccMagmean" "WALKING" 17 -0.151151487704918
"tBodyAccMagmean" "WALKING" 18 -0.287908078035714
"tBodyAccMagmean" "WALKING" 19 0.0648173438653846
"tBodyAccMagmean" "WALKING" 20 0.039402280578902
"tBodyAccMagmean" "WALKING" 21 -0.123455661519231
"tBodyAccMagmean" "WALKING" 22 0.0722419121669565
"tBodyAccMagmean" "WALKING" 23 -0.0988770198220339
"tBodyAccMagmean" "WALKING" 24 -0.299983613965517
"tBodyAccMagmean" "WALKING" 25 -0.40528943
"tBodyAccMagmean" "WALKING" 26 -0.223399171830508
"tBodyAccMagmean" "WALKING" 27 -0.238853875263158
"tBodyAccMagmean" "WALKING" 28 -0.1806660203
"tBodyAccMagmean" "WALKING" 29 -0.0955213393716981
"tBodyAccMagmean" "WALKING" 30 -0.195140032969231
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 1 0.0271882914106122
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 2 0.0899511204978723
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 3 -0.0628126118283674
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 4 -0.0491616726733333
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 5 0.211138853638298
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 6 0.333754731458333
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 7 0.0198795285851064
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 8 0.176599311818421
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 9 0.145886357935714
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 10 0.250843769394737
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 11 0.126227657258696
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 12 0.0183139429630435
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 13 -0.0294634299553191
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 14 0.185537706866667
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 15 0.320449387166667
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 16 0.191079793587447
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 17 0.148951103536087
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 18 -0.293531973636364
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 19 0.644604325128205
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 20 0.221851587933333
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 21 0.245771699004444
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 22 0.330999221944444
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 23 0.127211137694444
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 24 -0.0737699163072727
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 25 -0.22010859462069
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 26 0.114379383742
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 27 0.108071382861364
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 28 0.104359216580435
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 29 0.103705165666667
"tBodyAccMagmean" "WALKING_DOWNSTAIRS" 30 -0.0373901122469355
"tBodyAccMagmean" "WALKING_UPSTAIRS" 1 -0.129927630735849
"tBodyAccMagmean" "WALKING_UPSTAIRS" 2 -0.107322679520833
"tBodyAccMagmean" "WALKING_UPSTAIRS" 3 -0.184014895
"tBodyAccMagmean" "WALKING_UPSTAIRS" 4 -0.153703935357692
"tBodyAccMagmean" "WALKING_UPSTAIRS" 5 0.0435562021989362
"tBodyAccMagmean" "WALKING_UPSTAIRS" 6 0.0177790974433333
"tBodyAccMagmean" "WALKING_UPSTAIRS" 7 -0.198074437978431
"tBodyAccMagmean" "WALKING_UPSTAIRS" 8 0.121026629195122
"tBodyAccMagmean" "WALKING_UPSTAIRS" 9 -0.260727581428571
"tBodyAccMagmean" "WALKING_UPSTAIRS" 10 -0.0266623294757447
"tBodyAccMagmean" "WALKING_UPSTAIRS" 11 -0.132594623759259
"tBodyAccMagmean" "WALKING_UPSTAIRS" 12 -0.229183927115385
"tBodyAccMagmean" "WALKING_UPSTAIRS" 13 -0.10115350174
"tBodyAccMagmean" "WALKING_UPSTAIRS" 14 0.140108204051852
"tBodyAccMagmean" "WALKING_UPSTAIRS" 15 -0.000971394711666667
"tBodyAccMagmean" "WALKING_UPSTAIRS" 16 -0.233990331568627
"tBodyAccMagmean" "WALKING_UPSTAIRS" 17 -0.0128062276916667
"tBodyAccMagmean" "WALKING_UPSTAIRS" 18 -0.279146312758621
"tBodyAccMagmean" "WALKING_UPSTAIRS" 19 0.01738119347275
"tBodyAccMagmean" "WALKING_UPSTAIRS" 20 0.00872502461176471
"tBodyAccMagmean" "WALKING_UPSTAIRS" 21 -0.0810453188106383
"tBodyAccMagmean" "WALKING_UPSTAIRS" 22 0.210282608333333
"tBodyAccMagmean" "WALKING_UPSTAIRS" 23 -0.0117536873784314
"tBodyAccMagmean" "WALKING_UPSTAIRS" 24 -0.226402822033898
"tBodyAccMagmean" "WALKING_UPSTAIRS" 25 -0.305772199076923
"tBodyAccMagmean" "WALKING_UPSTAIRS" 26 -0.142874499381818
"tBodyAccMagmean" "WALKING_UPSTAIRS" 27 -0.160589355980392
"tBodyAccMagmean" "WALKING_UPSTAIRS" 28 -0.186240503960784
"tBodyAccMagmean" "WALKING_UPSTAIRS" 29 0.00834360271428571
"tBodyAccMagmean" "WALKING_UPSTAIRS" 30 -0.137627857227385
"tBodyAccMagstd" "LAYING" 1 -0.79514486386
"tBodyAccMagstd" "LAYING" 2 -0.972873912916667
"tBodyAccMagstd" "LAYING" 3 -0.964218176451613
"tBodyAccMagstd" "LAYING" 4 -0.931292216611111
"tBodyAccMagstd" "LAYING" 5 -0.958612786346154
"tBodyAccMagstd" "LAYING" 6 -0.897326245964912
"tBodyAccMagstd" "LAYING" 7 -0.907039513153846
"tBodyAccMagstd" "LAYING" 8 -0.91325033
"tBodyAccMagstd" "LAYING" 9 -0.91512680016
"tBodyAccMagstd" "LAYING" 10 -0.940301654482759
"tBodyAccMagstd" "LAYING" 11 -0.972891829473684
"tBodyAccMagstd" "LAYING" 12 -0.936542686833333
"tBodyAccMagstd" "LAYING" 13 -0.947944746612903
"tBodyAccMagstd" "LAYING" 14 -0.856593119215686
"tBodyAccMagstd" "LAYING" 15 -0.943314107916667
"tBodyAccMagstd" "LAYING" 16 -0.957895927714286
"tBodyAccMagstd" "LAYING" 17 -0.948257993521127
"tBodyAccMagstd" "LAYING" 18 -0.986464542615385
"tBodyAccMagstd" "LAYING" 19 -0.963193489036145
"tBodyAccMagstd" "LAYING" 20 -0.939489444558824
"tBodyAccMagstd" "LAYING" 21 -0.942186431444444
"tBodyAccMagstd" "LAYING" 22 -0.909407761152778
"tBodyAccMagstd" "LAYING" 23 -0.957871990555555
"tBodyAccMagstd" "LAYING" 24 -0.969354834166667
"tBodyAccMagstd" "LAYING" 25 -0.649254767945205
"tBodyAccMagstd" "LAYING" 26 -0.964355190394737
"tBodyAccMagstd" "LAYING" 27 -0.978920176216216
"tBodyAccMagstd" "LAYING" 28 -0.9545740295
"tBodyAccMagstd" "LAYING" 29 -0.981572147681159
"tBodyAccMagstd" "LAYING" 30 -0.960167907285714
"tBodyAccMagstd" "SITTING" 1 -0.927078418723404
"tBodyAccMagstd" "SITTING" 2 -0.953081444130435
"tBodyAccMagstd" "SITTING" 3 -0.8703017
"tBodyAccMagstd" "SITTING" 4 -0.9144078448
"tBodyAccMagstd" "SITTING" 5 -0.920939027727273
"tBodyAccMagstd" "SITTING" 6 -0.931572655636364
"tBodyAccMagstd" "SITTING" 7 -0.881957619770833
"tBodyAccMagstd" "SITTING" 8 -0.929943615630435
"tBodyAccMagstd" "SITTING" 9 -0.8637564342
"tBodyAccMagstd" "SITTING" 10 -0.939669591481481
"tBodyAccMagstd" "SITTING" 11 -0.944581826415094
"tBodyAccMagstd" "SITTING" 12 -0.947517100196078
"tBodyAccMagstd" "SITTING" 13 -0.937935738571429
"tBodyAccMagstd" "SITTING" 14 -0.92549582962963
"tBodyAccMagstd" "SITTING" 15 -0.93797790559322
"tBodyAccMagstd" "SITTING" 16 -0.941051236086957
"tBodyAccMagstd" "SITTING" 17 -0.96506519109375
"tBodyAccMagstd" "SITTING" 18 -0.981595285964912
"tBodyAccMagstd" "SITTING" 19 -0.951755657260274
"tBodyAccMagstd" "SITTING" 20 -0.937764028181818
"tBodyAccMagstd" "SITTING" 21 -0.971994251294118
"tBodyAccMagstd" "SITTING" 22 -0.924336184035484
"tBodyAccMagstd" "SITTING" 23 -0.924963263235294
"tBodyAccMagstd" "SITTING" 24 -0.963779683235294
"tBodyAccMagstd" "SITTING" 25 -0.960003414461538
"tBodyAccMagstd" "SITTING" 26 -0.933602783410256
"tBodyAccMagstd" "SITTING" 27 -0.969526674714286
"tBodyAccMagstd" "SITTING" 28 -0.947782703333333
"tBodyAccMagstd" "SITTING" 29 -0.9692903165
"tBodyAccMagstd" "SITTING" 30 -0.942901466612903
"tBodyAccMagstd" "STANDING" 1 -0.981942928867925
"tBodyAccMagstd" "STANDING" 2 -0.957874965
"tBodyAccMagstd" "STANDING" 3 -0.915143303606557
"tBodyAccMagstd" "STANDING" 4 -0.890976683392857
"tBodyAccMagstd" "STANDING" 5 -0.87977380125
"tBodyAccMagstd" "STANDING" 6 -0.939310249649123
"tBodyAccMagstd" "STANDING" 7 -0.933590156792453
"tBodyAccMagstd" "STANDING" 8 -0.937187185222222
"tBodyAccMagstd" "STANDING" 9 -0.936105010444444
"tBodyAccMagstd" "STANDING" 10 -0.937264537954545
"tBodyAccMagstd" "STANDING" 11 -0.98030536893617
"tBodyAccMagstd" "STANDING" 12 -0.935232945245902
"tBodyAccMagstd" "STANDING" 13 -0.968519673859649
"tBodyAccMagstd" "STANDING" 14 -0.936735577166667
"tBodyAccMagstd" "STANDING" 15 -0.948600432641509
"tBodyAccMagstd" "STANDING" 16 -0.95729449448718
"tBodyAccMagstd" "STANDING" 17 -0.975377309871795
"tBodyAccMagstd" "STANDING" 18 -0.972285545479452
"tBodyAccMagstd" "STANDING" 19 -0.962549342465753
"tBodyAccMagstd" "STANDING" 20 -0.910672094794521
"tBodyAccMagstd" "STANDING" 21 -0.956919898202247
"tBodyAccMagstd" "STANDING" 22 -0.939866315079365
"tBodyAccMagstd" "STANDING" 23 -0.9516698575
"tBodyAccMagstd" "STANDING" 24 -0.94790101173913
"tBodyAccMagstd" "STANDING" 25 -0.968075629324324
"tBodyAccMagstd" "STANDING" 26 -0.962697299189189
"tBodyAccMagstd" "STANDING" 27 -0.9663601145
"tBodyAccMagstd" "STANDING" 28 -0.917658334177215
"tBodyAccMagstd" "STANDING" 29 -0.981745712923077
"tBodyAccMagstd" "STANDING" 30 -0.916570441355932
"tBodyAccMagstd" "WALKING" 1 -0.219688645631579
"tBodyAccMagstd" "WALKING" 2 -0.422544169322034
"tBodyAccMagstd" "WALKING" 3 -0.328428936551724
"tBodyAccMagstd" "WALKING" 4 -0.527679103166667
"tBodyAccMagstd" "WALKING" 5 -0.377178733392857
"tBodyAccMagstd" "WALKING" 6 -0.266734167368421
"tBodyAccMagstd" "WALKING" 7 -0.198554708385965
"tBodyAccMagstd" "WALKING" 8 -0.1804072826
"tBodyAccMagstd" "WALKING" 9 -0.37942877
"tBodyAccMagstd" "WALKING" 10 -0.185602396067925
"tBodyAccMagstd" "WALKING" 11 -0.487735915084746
"tBodyAccMagstd" "WALKING" 12 -0.23697286882
"tBodyAccMagstd" "WALKING" 13 -0.292546377017544
"tBodyAccMagstd" "WALKING" 14 -0.36380562779661
"tBodyAccMagstd" "WALKING" 15 -0.323878324074074
"tBodyAccMagstd" "WALKING" 16 -0.47180926745098
"tBodyAccMagstd" "WALKING" 17 -0.461837866885246
"tBodyAccMagstd" "WALKING" 18 -0.460346465357143
"tBodyAccMagstd" "WALKING" 19 -0.0993927171359615
"tBodyAccMagstd" "WALKING" 20 -0.156930391921569
"tBodyAccMagstd" "WALKING" 21 -0.299709752173077
"tBodyAccMagstd" "WALKING" 22 -0.161591787478261
"tBodyAccMagstd" "WALKING" 23 -0.209989354570847
"tBodyAccMagstd" "WALKING" 24 -0.48106401862069
"tBodyAccMagstd" "WALKING" 25 -0.565601466081081
"tBodyAccMagstd" "WALKING" 26 -0.421848313898305
"tBodyAccMagstd" "WALKING" 27 -0.407355787017544
"tBodyAccMagstd" "WALKING" 28 -0.39269402
"tBodyAccMagstd" "WALKING" 29 -0.262695063584906
"tBodyAccMagstd" "WALKING" 30 -0.359873411538462
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 1 0.0198843506265306
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 2 0.215586334889362
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 3 -0.0411340078469388
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 4 -0.0819559041111111
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 5 0.205422375957447
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 6 0.373611914166667
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 7 0.214544028088723
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 8 0.131337867236842
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 9 0.265120131365238
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 10 0.156998205421053
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 11 0.0507743652521739
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 12 0.0972608274652174
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 13 -0.0156098198829787
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 14 0.428405922622222
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 15 0.353204008095238
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 16 0.119183740638298
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 17 0.0914076757326087
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 18 -0.229934247036364
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 19 0.413472376589744
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 20 0.172636361444444
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 21 0.264341903711111
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 22 0.133267478527222
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 23 0.230363964351852
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 24 -0.0224839122854545
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 25 -0.259465249913793
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 26 0.14700167906
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 27 0.121176277863636
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 28 0.135465563932609
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 29 0.1344811501875
"tBodyAccMagstd" "WALKING_DOWNSTAIRS" 30 -0.0135771208822581
"tBodyAccMagstd" "WALKING_UPSTAIRS" 1 -0.324970929245283
"tBodyAccMagstd" "WALKING_UPSTAIRS" 2 -0.205977045295833
"tBodyAccMagstd" "WALKING_UPSTAIRS" 3 -0.333597432542373
"tBodyAccMagstd" "WALKING_UPSTAIRS" 4 -0.212012300480769
"tBodyAccMagstd" "WALKING_UPSTAIRS" 5 -0.136736383765957
"tBodyAccMagstd" "WALKING_UPSTAIRS" 6 -0.0791508842176471
"tBodyAccMagstd" "WALKING_UPSTAIRS" 7 -0.33474460745098
"tBodyAccMagstd" "WALKING_UPSTAIRS" 8 -0.227200254219512
"tBodyAccMagstd" "WALKING_UPSTAIRS" 9 -0.400222037142857
"tBodyAccMagstd" "WALKING_UPSTAIRS" 10 -0.211537480214383
"tBodyAccMagstd" "WALKING_UPSTAIRS" 11 -0.289592148148148
"tBodyAccMagstd" "WALKING_UPSTAIRS" 12 -0.285844036153846
"tBodyAccMagstd" "WALKING_UPSTAIRS" 13 -0.326339622181818
"tBodyAccMagstd" "WALKING_UPSTAIRS" 14 -0.0197686685018519
"tBodyAccMagstd" "WALKING_UPSTAIRS" 15 -0.136552217494583
"tBodyAccMagstd" "WALKING_UPSTAIRS" 16 -0.334795080196078
"tBodyAccMagstd" "WALKING_UPSTAIRS" 17 -0.1028777303875
"tBodyAccMagstd" "WALKING_UPSTAIRS" 18 -0.37184157
"tBodyAccMagstd" "WALKING_UPSTAIRS" 19 -0.177666828025
"tBodyAccMagstd" "WALKING_UPSTAIRS" 20 -0.198269718823529
"tBodyAccMagstd" "WALKING_UPSTAIRS" 21 -0.278474283829787
"tBodyAccMagstd" "WALKING_UPSTAIRS" 22 -0.158757474833333
"tBodyAccMagstd" "WALKING_UPSTAIRS" 23 -0.271893714117647
"tBodyAccMagstd" "WALKING_UPSTAIRS" 24 -0.30685447
"tBodyAccMagstd" "WALKING_UPSTAIRS" 25 -0.480006649846154
"tBodyAccMagstd" "WALKING_UPSTAIRS" 26 -0.1507071068
"tBodyAccMagstd" "WALKING_UPSTAIRS" 27 -0.37994878627451
"tBodyAccMagstd" "WALKING_UPSTAIRS" 28 -0.211928666470588
"tBodyAccMagstd" "WALKING_UPSTAIRS" 29 -0.0414696051693878
"tBodyAccMagstd" "WALKING_UPSTAIRS" 30 -0.327410815861538
"tBodyAccmeanXaxis" "LAYING" 1 0.22159824394
"tBodyAccmeanXaxis" "LAYING" 2 0.281373403958333
"tBodyAccmeanXaxis" "LAYING" 3 0.275516852741935
"tBodyAccmeanXaxis" "LAYING" 4 0.263559214981481
"tBodyAccmeanXaxis" "LAYING" 5 0.278334325576923
"tBodyAccmeanXaxis" "LAYING" 6 0.248656520140351
"tBodyAccmeanXaxis" "LAYING" 7 0.250176694038462
"tBodyAccmeanXaxis" "LAYING" 8 0.261254282907407
"tBodyAccmeanXaxis" "LAYING" 9 0.2591955368
"tBodyAccmeanXaxis" "LAYING" 10 0.280230574137931
"tBodyAccmeanXaxis" "LAYING" 11 0.280592970877193
"tBodyAccmeanXaxis" "LAYING" 12 0.260113433
"tBodyAccmeanXaxis" "LAYING" 13 0.276716360483871
"tBodyAccmeanXaxis" "LAYING" 14 0.233275439803922
"tBodyAccmeanXaxis" "LAYING" 15 0.2894756525
"tBodyAccmeanXaxis" "LAYING" 16 0.274227162571429
"tBodyAccmeanXaxis" "LAYING" 17 0.269780085577465
"tBodyAccmeanXaxis" "LAYING" 18 0.274691576923077
"tBodyAccmeanXaxis" "LAYING" 19 0.272653733493976
"tBodyAccmeanXaxis" "LAYING" 20 0.239507882205882
"tBodyAccmeanXaxis" "LAYING" 21 0.271325472455556
"tBodyAccmeanXaxis" "LAYING" 22 0.279959721194444
"tBodyAccmeanXaxis" "LAYING" 23 0.274038007986111
"tBodyAccmeanXaxis" "LAYING" 24 0.272850494930556
"tBodyAccmeanXaxis" "LAYING" 25 0.250791828613699
"tBodyAccmeanXaxis" "LAYING" 26 0.271645864540789
"tBodyAccmeanXaxis" "LAYING" 27 0.274102492432432
"tBodyAccmeanXaxis" "LAYING" 28 0.2759134825
"tBodyAccmeanXaxis" "LAYING" 29 0.287295196811594
"tBodyAccmeanXaxis" "LAYING" 30 0.281033900571429
"tBodyAccmeanXaxis" "SITTING" 1 0.261237565425532
"tBodyAccmeanXaxis" "SITTING" 2 0.27708735173913
"tBodyAccmeanXaxis" "SITTING" 3 0.257197599134615
"tBodyAccmeanXaxis" "SITTING" 4 0.27153827992
"tBodyAccmeanXaxis" "SITTING" 5 0.273694139545455
"tBodyAccmeanXaxis" "SITTING" 6 0.276778487454545
"tBodyAccmeanXaxis" "SITTING" 7 0.284674637291667
"tBodyAccmeanXaxis" "SITTING" 8 0.267491472934783
"tBodyAccmeanXaxis" "SITTING" 9 0.24832674354
"tBodyAccmeanXaxis" "SITTING" 10 0.270612056481481
"tBodyAccmeanXaxis" "SITTING" 11 0.276590197358491
"tBodyAccmeanXaxis" "SITTING" 12 0.275007224901961
"tBodyAccmeanXaxis" "SITTING" 13 0.274328499591837
"tBodyAccmeanXaxis" "SITTING" 14 0.279990577037037
"tBodyAccmeanXaxis" "SITTING" 15 0.27290337979661
"tBodyAccmeanXaxis" "SITTING" 16 0.280768574492754
"tBodyAccmeanXaxis" "SITTING" 17 0.2773570196875
"tBodyAccmeanXaxis" "SITTING" 18 0.27727001877193
"tBodyAccmeanXaxis" "SITTING" 19 0.273830316164384
"tBodyAccmeanXaxis" "SITTING" 20 0.278045439090909
"tBodyAccmeanXaxis" "SITTING" 21 0.277539616823529
"tBodyAccmeanXaxis" "SITTING" 22 0.273583822709677
"tBodyAccmeanXaxis" "SITTING" 23 0.273351251617647
"tBodyAccmeanXaxis" "SITTING" 24 0.273475690147059
"tBodyAccmeanXaxis" "SITTING" 25 0.278541482461538
"tBodyAccmeanXaxis" "SITTING" 26 0.258243530166667
"tBodyAccmeanXaxis" "SITTING" 27 0.273941302571429
"tBodyAccmeanXaxis" "SITTING" 28 0.276977629444444
"tBodyAccmeanXaxis" "SITTING" 29 0.2771799775
"tBodyAccmeanXaxis" "SITTING" 30 0.268336081379032
"tBodyAccmeanXaxis" "STANDING" 1 0.278917629056604
"tBodyAccmeanXaxis" "STANDING" 2 0.277911472222222
"tBodyAccmeanXaxis" "STANDING" 3 0.280046513278689
"tBodyAccmeanXaxis" "STANDING" 4 0.280499745892857
"tBodyAccmeanXaxis" "STANDING" 5 0.282544390892857
"tBodyAccmeanXaxis" "STANDING" 6 0.280346248596491
"tBodyAccmeanXaxis" "STANDING" 7 0.282723539433962
"tBodyAccmeanXaxis" "STANDING" 8 0.279620986111111
"tBodyAccmeanXaxis" "STANDING" 9 0.282310057333333
"tBodyAccmeanXaxis" "STANDING" 10 0.276650300681818
"tBodyAccmeanXaxis" "STANDING" 11 0.277715562765957
"tBodyAccmeanXaxis" "STANDING" 12 0.277405834918033
"tBodyAccmeanXaxis" "STANDING" 13 0.277758431052632
"tBodyAccmeanXaxis" "STANDING" 14 0.280545613833333
"tBodyAccmeanXaxis" "STANDING" 15 0.278915803962264
"tBodyAccmeanXaxis" "STANDING" 16 0.283497402948718
"tBodyAccmeanXaxis" "STANDING" 17 0.277942503333333
"tBodyAccmeanXaxis" "STANDING" 18 0.278458805890411
"tBodyAccmeanXaxis" "STANDING" 19 0.27817226
"tBodyAccmeanXaxis" "STANDING" 20 0.278076904657534
"tBodyAccmeanXaxis" "STANDING" 21 0.27695224258427
"tBodyAccmeanXaxis" "STANDING" 22 0.279053861587302
"tBodyAccmeanXaxis" "STANDING" 23 0.277899323235294
"tBodyAccmeanXaxis" "STANDING" 24 0.280348883913043
"tBodyAccmeanXaxis" "STANDING" 25 0.278013701621622
"tBodyAccmeanXaxis" "STANDING" 26 0.281127035405405
"tBodyAccmeanXaxis" "STANDING" 27 0.279566921625
"tBodyAccmeanXaxis" "STANDING" 28 0.277795069113924
"tBodyAccmeanXaxis" "STANDING" 29 0.277965065846154
"tBodyAccmeanXaxis" "STANDING" 30 0.277112699152542
"tBodyAccmeanXaxis" "WALKING" 1 0.277330758736842
"tBodyAccmeanXaxis" "WALKING" 2 0.276426586440678
"tBodyAccmeanXaxis" "WALKING" 3 0.275567462068966
"tBodyAccmeanXaxis" "WALKING" 4 0.278582015166667
"tBodyAccmeanXaxis" "WALKING" 5 0.27784234625
"tBodyAccmeanXaxis" "WALKING" 6 0.283658868070175
"tBodyAccmeanXaxis" "WALKING" 7 0.275592961754386
"tBodyAccmeanXaxis" "WALKING" 8 0.27468631
"tBodyAccmeanXaxis" "WALKING" 9 0.278502842115385
"tBodyAccmeanXaxis" "WALKING" 10 0.278574076603774
"tBodyAccmeanXaxis" "WALKING" 11 0.271821892881356
"tBodyAccmeanXaxis" "WALKING" 12 0.2771286656
"tBodyAccmeanXaxis" "WALKING" 13 0.275883130350877
"tBodyAccmeanXaxis" "WALKING" 14 0.271959598644068
"tBodyAccmeanXaxis" "WALKING" 15 0.273899207962963
"tBodyAccmeanXaxis" "WALKING" 16 0.276023564509804
"tBodyAccmeanXaxis" "WALKING" 17 0.272341855245902
"tBodyAccmeanXaxis" "WALKING" 18 0.273887758571429
"tBodyAccmeanXaxis" "WALKING" 19 0.273931172307692
"tBodyAccmeanXaxis" "WALKING" 20 0.272589336470588
"tBodyAccmeanXaxis" "WALKING" 21 0.279183526730769
"tBodyAccmeanXaxis" "WALKING" 22 0.27886459
"tBodyAccmeanXaxis" "WALKING" 23 0.273211884237288
"tBodyAccmeanXaxis" "WALKING" 24 0.276980816034483
"tBodyAccmeanXaxis" "WALKING" 25 0.278992759054054
"tBodyAccmeanXaxis" "WALKING" 26 0.279264443728814
"tBodyAccmeanXaxis" "WALKING" 27 0.276849485438596
"tBodyAccmeanXaxis" "WALKING" 28 0.281228223888889
"tBodyAccmeanXaxis" "WALKING" 29 0.271999916792453
"tBodyAccmeanXaxis" "WALKING" 30 0.276406758
"tBodyAccmeanXaxis" "WALKING_DOWNSTAIRS" 1 0.289188320408163
"tBodyAccmeanXaxis" "WALKING_DOWNSTAIRS" 2 0.27761534806383
"tBodyAccmeanXaxis" "WALKING_DOWNSTAIRS" 3 0.292423484693878
"tBodyAccmeanXaxis" "WALKING_DOWNSTAIRS" 4 0.279965329555556
"tBodyAccmeanXaxis" "WALKING_DOWNSTAIRS" 5 0.29354392712766
"tBodyAccmeanXaxis" "WALKING_DOWNSTAIRS" 6 0.277045258145833
"tBodyAccmeanXaxis" "WALKING_DOWNSTAIRS" 7 0.28030708
"tBodyAccmeanXaxis" "WALKING_DOWNSTAIRS" 8 0.283484089210526
